x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.9001330137252808,0.868756890296936,5.132118872097635e-07,0.8148619532585144,0.8365422487258911,-0.027664830908179283,0.737552285194397,0.7763604521751404,-0.04660874232649803,0.6767765879631042,0.7390701174736023,-0.0652056559920311,0.6229204535484314,0.7207741737365723,-0.08501584082841873,0.7857219576835632,0.5933185815811157,-0.02254440449178219,0.7493761777877808,0.4865524172782898,-0.047253552824258804,0.7265486717224121,0.4198228418827057,-0.06946113705635071,0.7085179090499878,0.36192867159843445,-0.08680397272109985,0.8358516097068787,0.5697460770606995,-0.032202575355768204,0.8182849884033203,0.4415314793586731,-0.052810344845056534,0.8066400289535522,0.3612099289894104,-0.0734906867146492,0.7964940667152405,0.2913857698440552,-0.08965615183115005,0.8867416977882385,0.5756675004959106,-0.046718236058950424,0.8841232061386108,0.45391786098480225,-0.06922879070043564,0.8809747099876404,0.37672311067581177,-0.08537063747644424,0.8747676014900208,0.30960673093795776,-0.09755365550518036,0.9376071691513062,0.6055710315704346,-0.06416936963796616,0.9506010413169861,0.5135800242424011,-0.0829712375998497,0.9552258849143982,0.45250946283340454,-0.08953601121902466,0.9555050730705261,0.3982860743999481,-0.09474965929985046,thumbs_up
0.1462593674659729,0.6432355642318726,4.464188236852351e-07,0.22259828448295593,0.6301114559173584,-0.026335865259170532,0.286263644695282,0.5736432075500488,-0.03689420595765114,0.33749955892562866,0.5244125723838806,-0.0463428720831871,0.38054925203323364,0.49838119745254517,-0.055752795189619064,0.2636048495769501,0.43519070744514465,-0.02148880623281002,0.3079454004764557,0.35615113377571106,-0.03987504169344902,0.33041271567344666,0.3035767674446106,-0.05576087906956673,0.34556815028190613,0.25689375400543213,-0.0679987370967865,0.22192132472991943,0.4009976387023926,-0.023915857076644897,0.2509949505329132,0.2975199520587921,-0.039265263825654984,0.26112502813339233,0.23177924752235413,-0.053594332188367844,0.26456642150878906,0.1789717972278595,-0.0639212355017662,0.1769748032093048,0.39413100481033325,-0.029819225892424583,0.18985795974731445,0.29271724820137024,-0.047135818749666214,0.191614031791687,0.2291172295808792,-0.06209284067153931,0.19206976890563965,0.17799144983291626,-0.0724826380610466,0.12973180413246155,0.4113159477710724,-0.038188058882951736,0.11209745705127716,0.3378235101699829,-0.057448916137218475,0.09995163977146149,0.2874346375465393,-0.06747852265834808,0.09141622483730316,0.24298232793807983,-0.07291470468044281,thumbs_up
0.1319599449634552,0.7119905948638916,4.4796354359277757e-07,0.20950013399124146,0.700075089931488,-0.030677879229187965,0.2761901915073395,0.6471361517906189,-0.045707982033491135,0.3290941119194031,0.5966121554374695,-0.059717897325754166,0.3767598271369934,0.5708093643188477,-0.07392174005508423,0.2521306872367859,0.49312904477119446,-0.028711946681141853,0.3014675974845886,0.41136419773101807,-0.05125344544649124,0.32687991857528687,0.3562508225440979,-0.06997024267911911,0.3441128730773926,0.30621522665023804,-0.08432044833898544,0.2110183984041214,0.4586252272129059,-0.0321013368666172,0.24272264540195465,0.34654295444488525,-0.05166247859597206,0.2547943890094757,0.2758779227733612,-0.06890852749347687,0.2593041658401489,0.21719273924827576,-0.08153393119573593,0.1662454605102539,0.45326828956604004,-0.03933257609605789,0.18019554018974304,0.3453848958015442,-0.06168874353170395,0.1832921802997589,0.2788974642753601,-0.07999040186405182,0.18367545306682587,0.22458714246749878,-0.09238695353269577,0.11854292452335358,0.47224462032318115,-0.04926549643278122,0.10118019580841064,0.39338845014572144,-0.07386044412851334,0.0864403247833252,0.34205907583236694,-0.08682398498058319,0.07339021563529968,0.29682666063308716,-0.0940505862236023,thumbs_up
0.12695671617984772,0.7552364468574524,5.447912485578854e-07,0.20617657899856567,0.7405165433883667,-0.03366284817457199,0.27514100074768066,0.6839949488639832,-0.05065147951245308,0.3288906216621399,0.630351722240448,-0.06564431637525558,0.3785499334335327,0.6049464344978333,-0.08069780468940735,0.2451203614473343,0.5258867740631104,-0.035046882927417755,0.2922404110431671,0.4407081604003906,-0.05947066843509674,0.31635206937789917,0.3837812840938568,-0.07877252995967865,0.33229559659957886,0.33112600445747375,-0.093348428606987,0.20082108676433563,0.4911838471889496,-0.0380893275141716,0.22923733294010162,0.37329763174057007,-0.059299468994140625,0.24042248725891113,0.297237753868103,-0.07649815082550049,0.24436306953430176,0.2314104437828064,-0.08897744864225388,0.15354900062084198,0.48748576641082764,-0.04505380615592003,0.16084319353103638,0.37620627880096436,-0.06846300512552261,0.16366241872310638,0.3055434823036194,-0.08712141215801239,0.16508525609970093,0.2455611526966095,-0.09972027689218521,0.10467395186424255,0.5101457238197327,-0.054988447576761246,0.07945546507835388,0.43025729060173035,-0.07901404798030853,0.06213557720184326,0.3768225312232971,-0.091580331325531,0.04852350056171417,0.32722172141075134,-0.0989035815000534,thumbs_up
0.11827044934034348,0.7667099833488464,5.485154019879701e-07,0.19791345298290253,0.751763105392456,-0.03346686810255051,0.2664039731025696,0.6964873671531677,-0.049388401210308075,0.31897908449172974,0.6429685950279236,-0.06328414380550385,0.36751842498779297,0.6163300275802612,-0.07727152109146118,0.2338218241930008,0.5384335517883301,-0.03316093608736992,0.2806248962879181,0.45514193177223206,-0.05621178075671196,0.30548396706581116,0.39976203441619873,-0.07483747601509094,0.32160723209381104,0.3483879864215851,-0.08896651864051819,0.18916378915309906,0.5052748918533325,-0.035885121673345566,0.21600820124149323,0.38716042041778564,-0.05585022643208504,0.22651076316833496,0.3115389943122864,-0.07262178510427475,0.2284800410270691,0.24820515513420105,-0.08485191315412521,0.14270856976509094,0.503532886505127,-0.04256940633058548,0.14837013185024261,0.39336997270584106,-0.06507163494825363,0.14915809035301208,0.32123228907585144,-0.08376920223236084,0.1482003778219223,0.25977763533592224,-0.09656880795955658,0.09475741535425186,0.528291642665863,-0.05224126949906349,0.06837911903858185,0.4494834542274475,-0.07600997388362885,0.04996757209300995,0.3968257009983063,-0.08865153789520264,0.03532542288303375,0.34778082370758057,-0.09609518200159073,thumbs_up
0.11907903105020523,0.7811252474784851,4.6307101797538053e-07,0.19847936928272247,0.7693037390708923,-0.028663814067840576,0.2688612937927246,0.7087409496307373,-0.03953767567873001,0.32285743951797485,0.652561366558075,-0.04954742640256882,0.371317982673645,0.6252006888389587,-0.05967942997813225,0.2509077489376068,0.5516211986541748,-0.02130487561225891,0.2968752384185791,0.47017377614974976,-0.03950152173638344,0.3221888244152069,0.41835111379623413,-0.05555988848209381,0.34047168493270874,0.3710227608680725,-0.06831047683954239,0.20885039865970612,0.517164945602417,-0.02464142255485058,0.2375984787940979,0.40728163719177246,-0.03957585617899895,0.25159507989883423,0.33709120750427246,-0.0545794703066349,0.25747060775756836,0.27760812640190125,-0.06616192311048508,0.1631946563720703,0.5125386118888855,-0.03219307214021683,0.1704704612493515,0.40971553325653076,-0.051234252750873566,0.1734689176082611,0.34193772077560425,-0.06984888017177582,0.17391018569469452,0.28464508056640625,-0.08329742401838303,0.11344994604587555,0.5334128141403198,-0.042608872056007385,0.0878036841750145,0.459309846162796,-0.06504186987876892,0.06886111199855804,0.4086308181285858,-0.07850362360477448,0.05268096923828125,0.3619360327720642,-0.08687426149845123,thumbs_up
0.14107021689414978,0.7451761960983276,-2.8347139391371456e-07,0.20514224469661713,0.7399149537086487,-0.015110278502106667,0.27317455410957336,0.6800262331962585,-0.018196677789092064,0.31767526268959045,0.6278216242790222,-0.023144010454416275,0.3285045921802521,0.5719369649887085,-0.024744778871536255,0.2762579023838043,0.574556827545166,0.0036491418723016977,0.3099119961261749,0.5223566293716431,-0.026354389265179634,0.29590266942977905,0.5743768215179443,-0.04596807807683945,0.2736915647983551,0.6167589426040649,-0.053354304283857346,0.24063622951507568,0.5546640157699585,-0.0017857929924502969,0.27645343542099,0.4883951246738434,-0.032130856066942215,0.2614356577396393,0.5599756240844727,-0.04218703880906105,0.24196183681488037,0.6097222566604614,-0.03954625874757767,0.1985226720571518,0.5475028157234192,-0.012262512929737568,0.22995179891586304,0.4988531172275543,-0.043370187282562256,0.21906346082687378,0.5736286640167236,-0.036026936024427414,0.20365209877490997,0.615149736404419,-0.021226830780506134,0.1515214443206787,0.551112174987793,-0.02435224875807762,0.1812225580215454,0.5282724499702454,-0.04586085304617882,0.17981360852718353,0.5830540060997009,-0.03652738034725189,0.17058515548706055,0.6129797101020813,-0.022834669798612595,thumbs_up
0.6905474066734314,0.7717032432556152,4.352599205503793e-07,0.6132031083106995,0.7872831225395203,-0.030986858531832695,0.5400081872940063,0.7583779096603394,-0.05245067924261093,0.4829852283000946,0.7399941086769104,-0.07112699002027512,0.43740662932395935,0.7334322333335876,-0.09104765206575394,0.5608175992965698,0.56903076171875,-0.03537748008966446,0.5270508527755737,0.47234660387039185,-0.05568195879459381,0.5078963041305542,0.4134250283241272,-0.07507124543190002,0.49189820885658264,0.3678273558616638,-0.08926349878311157,0.6080068349838257,0.5295596122741699,-0.036816664040088654,0.5824040770530701,0.4200712740421295,-0.05092896893620491,0.5640397667884827,0.35585853457450867,-0.06773049384355545,0.5498718023300171,0.30378472805023193,-0.08113826811313629,0.6580739617347717,0.5149656534194946,-0.041411805897951126,0.639690637588501,0.40677013993263245,-0.05468028411269188,0.6226097941398621,0.3450983166694641,-0.06849998980760574,0.6070929765701294,0.29651007056236267,-0.07937752455472946,0.709348201751709,0.5230350494384766,-0.0487186498939991,0.7063546776771545,0.4295303523540497,-0.061665426939725876,0.6965664625167847,0.3738310933113098,-0.06706126779317856,0.6848601698875427,0.3277631402015686,-0.07014278322458267,thumbs_up
0.6797844767570496,0.5737537741661072,-3.293586203767518e-08,0.6166948080062866,0.5784955620765686,-0.030009908601641655,0.5680193305015564,0.5629420280456543,-0.05592142045497894,0.5280683040618896,0.5484163165092468,-0.07840849459171295,0.49548768997192383,0.5374295115470886,-0.1040702536702156,0.5868591666221619,0.5107297897338867,-0.06865222007036209,0.5478081703186035,0.43894827365875244,-0.10252209007740021,0.5227466821670532,0.395536333322525,-0.12534165382385254,0.5022982954978943,0.3630237579345703,-0.14024877548217773,0.6414535045623779,0.48463621735572815,-0.07296391576528549,0.6077149510383606,0.3913564383983612,-0.10273060202598572,0.5815469026565552,0.32970303297042847,-0.12138977646827698,0.5577378869056702,0.27960318326950073,-0.13575182855129242,0.6952085494995117,0.47828859090805054,-0.07814879715442657,0.6788437962532043,0.38117483258247375,-0.11044051498174667,0.6607263088226318,0.3118676245212555,-0.12519343197345734,0.6422961354255676,0.25539106130599976,-0.13458284735679626,0.7475349307060242,0.4862801432609558,-0.08377736061811447,0.7452728152275085,0.4179433286190033,-0.10974179953336716,0.7388580441474915,0.3667248487472534,-0.11479014903306961,0.7281032204627991,0.32126083970069885,-0.11787287145853043,thumbs_up
0.8139962553977966,0.8357969522476196,4.111540761186916e-07,0.7234063148498535,0.8279762268066406,-0.034594256430864334,0.633222758769989,0.7911624312400818,-0.05509823560714722,0.5655373334884644,0.7615784406661987,-0.07318064570426941,0.5070180892944336,0.750450611114502,-0.09070421755313873,0.6569719910621643,0.5783037543296814,-0.026183709502220154,0.6071301698684692,0.4718344211578369,-0.04899890720844269,0.578216016292572,0.41173961758613586,-0.07096808403730392,0.5525519847869873,0.3610003590583801,-0.08817191421985626,0.700633704662323,0.5425527095794678,-0.03043372742831707,0.6628840565681458,0.41961318254470825,-0.04691167175769806,0.6402816772460938,0.34932756423950195,-0.06442578881978989,0.6199376583099365,0.2915932834148407,-0.07905171066522598,0.7486973404884338,0.5336300730705261,-0.04026750475168228,0.7267796993255615,0.4144928753376007,-0.05828297138214111,0.7122987508773804,0.3418465256690979,-0.0720786452293396,0.695896565914154,0.28106367588043213,-0.08349595218896866,0.8012262582778931,0.5461319088935852,-0.05408346652984619,0.7985960245132446,0.4528234302997589,-0.07021970301866531,0.7936688661575317,0.39686742424964905,-0.07613357156515121,0.7851526737213135,0.3492692708969116,-0.08105270564556122,thumbs_up
0.856243371963501,0.8453720808029175,5.227601604929077e-07,0.7643308639526367,0.8291133642196655,-0.029215486720204353,0.673557460308075,0.7856631875038147,-0.04780211299657822,0.6009522080421448,0.7612712979316711,-0.06598380953073502,0.5401480197906494,0.7574107646942139,-0.08454408496618271,0.6990925669670105,0.5829516649246216,-0.0161651112139225,0.6511833667755127,0.4787071943283081,-0.037672437727451324,0.6201736330986023,0.4172688126564026,-0.059429969638586044,0.5926789045333862,0.3637195825576782,-0.07695253938436508,0.7449792623519897,0.548147439956665,-0.02393598109483719,0.7077319025993347,0.4225471615791321,-0.03910062834620476,0.6844310760498047,0.3459220230579376,-0.056237805634737015,0.6629673838615417,0.2819836735725403,-0.07086623460054398,0.7957837581634521,0.5398021340370178,-0.037529606372117996,0.7741798162460327,0.41813337802886963,-0.05476101487874985,0.759446382522583,0.3411558270454407,-0.06835953146219254,0.7418221235275269,0.2764768600463867,-0.07998600602149963,0.8498716950416565,0.553159773349762,-0.05483411252498627,0.8484402894973755,0.4578734040260315,-0.06983290612697601,0.8431479334831238,0.39700716733932495,-0.07501662522554398,0.833892285823822,0.344237744808197,-0.07994269579648972,thumbs_up
0.1290130913257599,0.609330415725708,4.5739361098640074e-07,0.20188884437084198,0.6031361818313599,-0.02882460691034794,0.2703777253627777,0.5543704032897949,-0.03849661722779274,0.3239389657974243,0.504302978515625,-0.046193335205316544,0.36813586950302124,0.4753035604953766,-0.05312010273337364,0.26408883929252625,0.4138529598712921,-0.01813095062971115,0.31469249725341797,0.341849684715271,-0.03347207233309746,0.33950942754745483,0.2916700839996338,-0.04767792299389839,0.35649335384368896,0.24587279558181763,-0.05868557468056679,0.22714179754257202,0.3769725263118744,-0.01820305362343788,0.26547661423683167,0.2811122238636017,-0.030150003731250763,0.28134360909461975,0.21777579188346863,-0.042898181825876236,0.2902173101902008,0.16355308890342712,-0.05248190835118294,0.1851586401462555,0.36399781703948975,-0.022209202870726585,0.20758312940597534,0.271472692489624,-0.036207716912031174,0.21890616416931152,0.213112935423851,-0.04901307821273804,0.228146493434906,0.1631436049938202,-0.058381568640470505,0.13674409687519073,0.372048020362854,-0.029277371242642403,0.12683060765266418,0.298869252204895,-0.045405078679323196,0.11989906430244446,0.24932967126369476,-0.05370801314711571,0.11624415218830109,0.20371083915233612,-0.05831058323383331,thumbs_up
0.13570673763751984,0.709174633026123,4.633836852008244e-07,0.21402566134929657,0.7041102647781372,-0.03081349842250347,0.2861246168613434,0.6581971049308777,-0.043722543865442276,0.340086430311203,0.6088862419128418,-0.05477646738290787,0.3885781168937683,0.584357738494873,-0.06571628898382187,0.2734789550304413,0.505501389503479,-0.0259836558252573,0.3262460231781006,0.43256062269210815,-0.04606703296303749,0.3529545068740845,0.38170504570007324,-0.06310271471738815,0.3712538778781891,0.33469992876052856,-0.07603929191827774,0.23445598781108856,0.4653594195842743,-0.02778525836765766,0.27518144249916077,0.3618745803833008,-0.04433072358369827,0.293319433927536,0.2932499647140503,-0.0596059113740921,0.3042307496070862,0.2326003909111023,-0.0709492638707161,0.1897698938846588,0.4523686170578003,-0.03351018950343132,0.21349509060382843,0.34998688101768494,-0.052663154900074005,0.22505000233650208,0.284798264503479,-0.06944186240434647,0.23393145203590393,0.22913283109664917,-0.08130065351724625,0.13912542164325714,0.46300140023231506,-0.042103592306375504,0.124435193836689,0.38507509231567383,-0.06297484785318375,0.11418596655130386,0.3317016065120697,-0.07419487088918686,0.10687817633152008,0.28187617659568787,-0.08078234642744064,thumbs_up
0.13551896810531616,0.7108339071273804,4.434820368715009e-07,0.2109045386314392,0.7106881737709045,-0.03420300409197807,0.28377118706703186,0.6669143438339233,-0.04629760608077049,0.3399457633495331,0.6172689199447632,-0.0560644306242466,0.38809704780578613,0.589353621006012,-0.06541644781827927,0.28152886033058167,0.5180469751358032,-0.022588128224015236,0.3290512263774872,0.4446942210197449,-0.04019387066364288,0.3536309599876404,0.3959048390388489,-0.05589078739285469,0.3720414638519287,0.3522999584674835,-0.0678410530090332,0.2438756227493286,0.4789882302284241,-0.021154867485165596,0.27776479721069336,0.3787247836589813,-0.03414697200059891,0.2925036549568176,0.31288397312164307,-0.04782486706972122,0.2998313307762146,0.25870445370674133,-0.0579969547688961,0.20046283304691315,0.46839213371276855,-0.024220449849963188,0.21867014467716217,0.37300872802734375,-0.040477536618709564,0.22322781383991241,0.3106406629085541,-0.05569695308804512,0.22620512545108795,0.25707343220710754,-0.06686078757047653,0.1507115662097931,0.4811933934688568,-0.03077314980328083,0.13792657852172852,0.41840898990631104,-0.049688469618558884,0.12835507094860077,0.3787761926651001,-0.05955629050731659,0.12081145495176315,0.3428174555301666,-0.06519166380167007,thumbs_up
0.14687341451644897,0.6912781596183777,2.630240487633273e-07,0.21373572945594788,0.6833364963531494,-0.024989018216729164,0.2795029282569885,0.6281869411468506,-0.030158087611198425,0.3236169219017029,0.5737806558609009,-0.0346260592341423,0.34907957911491394,0.5184345841407776,-0.038592010736465454,0.28267431259155273,0.52003014087677,-0.0024581013713032007,0.31043386459350586,0.4522182047367096,-0.02213330566883087,0.32139620184898376,0.42721283435821533,-0.04067248851060867,0.3227219581604004,0.42989879846572876,-0.050301242619752884,0.2456686794757843,0.4940696954727173,-0.0014670180389657617,0.2709122896194458,0.41185885667800903,-0.015192276798188686,0.2821041941642761,0.38626885414123535,-0.02867824397981167,0.2820950150489807,0.39299601316452026,-0.03664368391036987,0.20233981311321259,0.48887383937835693,-0.005965059157460928,0.22249525785446167,0.41075021028518677,-0.028200797736644745,0.23024241626262665,0.4024009108543396,-0.03893875330686569,0.22887854278087616,0.4165900945663452,-0.043318916112184525,0.1535983383655548,0.4973103702068329,-0.012628758326172829,0.1753855049610138,0.4526912569999695,-0.03829895332455635,0.1808343380689621,0.4804862141609192,-0.04353336989879608,0.17700336873531342,0.5200485587120056,-0.042741335928440094,thumbs_up
0.15145233273506165,0.6931627988815308,-3.6220896504346456e-07,0.22538185119628906,0.6817744970321655,-0.014317534863948822,0.2910346984863281,0.6252669095993042,-0.018812431022524834,0.3340338170528412,0.5660956501960754,-0.025883669033646584,0.3449532389640808,0.5049909353256226,-0.029208824038505554,0.29369816184043884,0.5357551574707031,0.001533778733573854,0.32772570848464966,0.46896228194236755,-0.03143151476979256,0.30494433641433716,0.52547687292099,-0.05118037760257721,0.28054437041282654,0.5689818859100342,-0.05803648382425308,0.25523635745048523,0.516287088394165,-0.004228699021041393,0.28583860397338867,0.44822928309440613,-0.037632543593645096,0.2641444802284241,0.5177290439605713,-0.04879806935787201,0.245749369263649,0.5592572689056396,-0.047731757164001465,0.21109235286712646,0.508897602558136,-0.014802176505327225,0.23690633475780487,0.45656266808509827,-0.04802708327770233,0.22275637090206146,0.5300335884094238,-0.03970075771212578,0.21013936400413513,0.5678468346595764,-0.024523472413420677,0.16215333342552185,0.5097280740737915,-0.026773866266012192,0.1871996819972992,0.47610288858413696,-0.04812603071331978,0.1848962903022766,0.5308975577354431,-0.03703470528125763,0.17770075798034668,0.5617292523384094,-0.022303307428956032,thumbs_up
0.17132580280303955,0.715567946434021,-1.66464118933618e-07,0.23706494271755219,0.6675287485122681,-0.01629525050520897,0.2820413410663605,0.5756314992904663,-0.022031698375940323,0.3048098683357239,0.49617913365364075,-0.02842630259692669,0.31322747468948364,0.42832711338996887,-0.03192739188671112,0.24543128907680511,0.4892563223838806,-0.005993553902953863,0.28701502084732056,0.44268134236335754,-0.03470331430435181,0.2929669916629791,0.49912384152412415,-0.05479522794485092,0.2821877598762512,0.5378856062889099,-0.06345529854297638,0.21335388720035553,0.4849838614463806,-0.006796529050916433,0.2578785717487335,0.4589950144290924,-0.027839774265885353,0.26259729266166687,0.5166481733322144,-0.037306226789951324,0.2504004240036011,0.5523285269737244,-0.04093761369585991,0.1832299828529358,0.4921976327896118,-0.011972089298069477,0.2268073856830597,0.47289469838142395,-0.030794449150562286,0.23089399933815002,0.523869514465332,-0.023465586826205254,0.22103728353977203,0.5587767362594604,-0.014974145218729973,0.15351620316505432,0.5079798698425293,-0.019102072343230247,0.19014248251914978,0.48644283413887024,-0.030281320214271545,0.19658240675926208,0.5279397964477539,-0.020346838980913162,0.18996210396289825,0.5601948499679565,-0.009515874087810516,thumbs_up
0.7788371443748474,0.8525565266609192,6.591948817913362e-07,0.694608211517334,0.8544334173202515,-0.04609321430325508,0.618109405040741,0.7991933226585388,-0.07390223443508148,0.5582560300827026,0.7538984417915344,-0.09584186226129532,0.5033713579177856,0.7263731360435486,-0.11847202479839325,0.6590327620506287,0.617965042591095,-0.050795119255781174,0.6344419121742249,0.5122338533401489,-0.07929152250289917,0.6200616955757141,0.4398474097251892,-0.10355702042579651,0.6094838976860046,0.38129931688308716,-0.12158290296792984,0.7149195075035095,0.5911427736282349,-0.04948840290307999,0.7012469172477722,0.47590258717536926,-0.07375156134366989,0.6935962438583374,0.39670294523239136,-0.09657487273216248,0.6900818347930908,0.32925528287887573,-0.11341824382543564,0.7713251709938049,0.5931022763252258,-0.05264359712600708,0.7610442638397217,0.4761508107185364,-0.0777384415268898,0.7569481730461121,0.39943283796310425,-0.09574558585882187,0.7553106546401978,0.3335791826248169,-0.10809987783432007,0.826102077960968,0.6171196699142456,-0.05937117338180542,0.8253891468048096,0.521927535533905,-0.08295555412769318,0.8234949707984924,0.45934581756591797,-0.09256753325462341,0.8222215175628662,0.40405741333961487,-0.09800684452056885,palm_open
0.8059035539627075,0.9204229116439819,4.857865292251518e-07,0.7057437300682068,0.8983917236328125,-0.03499661758542061,0.6064697504043579,0.8272051215171814,-0.052389103919267654,0.5303038358688354,0.774128794670105,-0.06778961420059204,0.46754705905914307,0.7468564510345459,-0.08263374119997025,0.6555880904197693,0.6059980392456055,-0.015222346410155296,0.6156135201454163,0.48533305525779724,-0.03686830773949623,0.5939503312110901,0.412338525056839,-0.06012300029397011,0.5776190757751465,0.350067675113678,-0.0787588357925415,0.7099201083183289,0.5749109983444214,-0.0201279129832983,0.6826069951057434,0.43885454535484314,-0.03493238613009453,0.6688579320907593,0.3564382493495941,-0.05328333377838135,0.6584931015968323,0.2868596017360687,-0.06849557161331177,0.7671234011650085,0.5738651752471924,-0.03160908818244934,0.755271315574646,0.44431185722351074,-0.04909040778875351,0.7486920356750488,0.3655332326889038,-0.062262918800115585,0.74039626121521,0.2977766990661621,-0.07300227135419846,0.8258729577064514,0.5981206893920898,-0.04748149588704109,0.827527642250061,0.4982450008392334,-0.06374333053827286,0.826460063457489,0.43820929527282715,-0.06858053058385849,0.8229940533638,0.38530611991882324,-0.07231505215167999,palm_open
0.8432298898696899,0.9576113820075989,6.099848519625084e-07,0.7359755039215088,0.9321314096450806,-0.0331333763897419,0.6299655437469482,0.855337381362915,-0.04981442168354988,0.5476133227348328,0.8053303956985474,-0.06592969596385956,0.4789820611476898,0.7813934683799744,-0.08173098415136337,0.6841184496879578,0.6138128042221069,-0.0061951144598424435,0.6421998143196106,0.48398149013519287,-0.022604262456297874,0.6194905638694763,0.4058097302913666,-0.04285959154367447,0.6026957035064697,0.33623045682907104,-0.060893528163433075,0.744727373123169,0.5818256735801697,-0.015060262754559517,0.7166000008583069,0.4289190173149109,-0.0253544170409441,0.7028576135635376,0.333461195230484,-0.04302535951137543,0.6927478909492493,0.2533476650714874,-0.059307318180799484,0.8073035478591919,0.5839285850524902,-0.03112003579735756,0.7942873239517212,0.44075486063957214,-0.046149834990501404,0.7886748313903809,0.3527553081512451,-0.06078442558646202,0.7804083824157715,0.2754804491996765,-0.07427182793617249,0.8704879879951477,0.6119334101676941,-0.05171296373009682,0.8715134859085083,0.5040118098258972,-0.066665418446064,0.8708770275115967,0.4348146319389343,-0.07241488993167877,0.8679412007331848,0.37067222595214844,-0.07842625677585602,palm_open
0.8489521741867065,0.9716200828552246,6.502851874756743e-07,0.7425076961517334,0.9476087689399719,-0.03717625513672829,0.6393587589263916,0.872296929359436,-0.05795380100607872,0.5560641884803772,0.8203945159912109,-0.07786013931035995,0.4845621585845947,0.7931263446807861,-0.09755893051624298,0.6888018250465393,0.6243012547492981,-0.01204701792448759,0.6458438038825989,0.4917031526565552,-0.032900042831897736,0.6239319443702698,0.4115246832370758,-0.056461066007614136,0.6085407733917236,0.33902260661125183,-0.07640217989683151,0.749653160572052,0.5932430624961853,-0.020504264160990715,0.7201879620552063,0.4371701180934906,-0.034639112651348114,0.7070208787918091,0.3404211699962616,-0.054691776633262634,0.6978287696838379,0.25865352153778076,-0.07258015871047974,0.812910795211792,0.5963326692581177,-0.036474235355854034,0.7976582050323486,0.44985857605934143,-0.054515328258275986,0.7926958203315735,0.35987940430641174,-0.06951332837343216,0.78572016954422,0.2811436653137207,-0.08302153646945953,0.8771644234657288,0.6242971420288086,-0.057343319058418274,0.8754340410232544,0.5099623799324036,-0.07420464605093002,0.8759948015213013,0.4389088749885559,-0.07967089861631393,0.8746751546859741,0.37374943494796753,-0.08525195717811584,palm_open
0.8486925363540649,0.9738802909851074,6.463628778874408e-07,0.7404954433441162,0.9483010768890381,-0.03773587569594383,0.640092134475708,0.8808865547180176,-0.0607922300696373,0.5595993399620056,0.8343166708946228,-0.08262154459953308,0.4909908175468445,0.8047230839729309,-0.10444197803735733,0.6917274594306946,0.6337153911590576,-0.01929820142686367,0.6486356258392334,0.49925506114959717,-0.04426901787519455,0.6242457032203674,0.4172861576080322,-0.06996162235736847,0.6066619753837585,0.3448546528816223,-0.09058579802513123,0.7513076066970825,0.6009887456893921,-0.027778562158346176,0.7221222519874573,0.4432083070278168,-0.04496411979198456,0.7078573107719421,0.34442389011383057,-0.06582456827163696,0.6986226439476013,0.2625434994697571,-0.08388256281614304,0.8135516047477722,0.602176308631897,-0.04351586475968361,0.7984968423843384,0.45182210206985474,-0.06279949098825455,0.7918369770050049,0.35885554552078247,-0.07809779793024063,0.7844335436820984,0.2779604196548462,-0.09175073355436325,0.8778516054153442,0.6299112439155579,-0.06408005207777023,0.8777835965156555,0.5164358019828796,-0.08161137253046036,0.877596378326416,0.443781316280365,-0.08726997673511505,0.8758170008659363,0.3771982491016388,-0.09271366894245148,palm_open
0.8423126935958862,0.9803370237350464,7.110375577212835e-07,0.7366997599601746,0.9585087299346924,-0.04205124452710152,0.6382148861885071,0.8942340612411499,-0.06854303181171417,0.5541687607765198,0.8483429551124573,-0.09277169406414032,0.47922012209892273,0.8254224061965942,-0.11650155484676361,0.6796747446060181,0.6467850804328918,-0.025056468322873116,0.6348323225975037,0.5092911720275879,-0.050753332674503326,0.6092320680618286,0.4255952835083008,-0.0762007012963295,0.590183675289154,0.3518764078617096,-0.09637928754091263,0.7397593259811401,0.6116576194763184,-0.03116658516228199,0.7100644707679749,0.4510197639465332,-0.04788021370768547,0.6954434514045715,0.35164305567741394,-0.06697210669517517,0.6849172711372375,0.26873791217803955,-0.08349800109863281,0.8029747009277344,0.6107260584831238,-0.04463811218738556,0.7862718105316162,0.45913323760032654,-0.0634072795510292,0.7793660759925842,0.3650847375392914,-0.07704001665115356,0.771291971206665,0.2839224338531494,-0.08925608545541763,0.868309736251831,0.6359312534332275,-0.063254714012146,0.8669928312301636,0.5215163230895996,-0.07981743663549423,0.8652840256690979,0.44939184188842773,-0.08398541063070297,0.8614774942398071,0.383978933095932,-0.08816128969192505,palm_open
